Place,Type,Mass,Fell/found?,Year,Database,longitude,latitude
EET 83371,L6,169.9,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8007,157.19639,-76.28306
LEW 87169,L6,169.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13635,161.22536,-84.36976
EET 87603,L6,169.8,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8153,156.46121,-76.27052
GRO 95556,LL6,169.8,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11284,175,-85.66667
JaH 599,L6,169.7,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51948,55.68265,19.7965
GRV 022027,L5,169.65,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46817,75.29833,-72.78306
LEW 85329,H6,169.6,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12799,161.08333,-84.28333
EET 99423,H5,169.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=9966,157.16667,-76.18333
LAP 02339,LL5,169.39,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12606,-70,-86.36667
A-87323,H5,169.33,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2680,26,-72
Mulga (west),C5/6-ung,169.2,Found,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=16849,126.36667,-30.18333
QUE 90231,L5,169.2,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19036,162.68497,-84.58079
SaU 044,H5,169.1,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=23236,57.27194,21.06083
Acfer 310,H6,169,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=318,4.25306,27.68361
Acfer 314,H6,169,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=322,4.09806,27.66389
DaG 1041,CO3,169,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=32785,16.055,27.08333
Dho 434,H6,169,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7211,54.41242,18.74653
MET 01046,LL5,169,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16279,159.75,-79.68333
JaH 781,L4,169,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56511,56.43361,19.7975
EET 83372,H5,168.9,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8008,157.18472,-76.27472
LAP 02332,L5,168.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12599,-70,-86.36667
MET 01034,L6,168.7,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16267,159.75,-79.68333
Y-792763,Stone-uncl,168.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28112,35.66667,-71.5
Y-82096,L3.6,168.51,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29290,35.66667,-71.5
SaU 294,H4/5,168.5,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=34043,56.965,21.04395
ALH 84148,H5,168.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=750,158.71588,-76.72522
A-880128,Stone-uncl,168.33,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=2837,26,-72
QUE 90239,L5,168.2,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19044,162.71511,-84.5903
A-87196,L6,168.06,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2553,26,-72
ALH 85041,H6,168,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=907,159.38484,-76.70547
HaH 137,H5,168,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11620,12.66367,29.00933
DaG 655,L6,168,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6202,16.18333,27.11667
HaH 311,H5/6,168,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11794,13.44517,29.2355
SaU 131,CV3,168,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=23323,57.27,21.07
Dho 1675,Eucrite-pmict,168,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=56312,54.02947,18.259
Dho 1720,L6,168,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=56343,54.82375,19.12132
SJ 059,L5,168,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54444,-69.88033,-25.449
SJ 055,H3,168,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54477,-69.8635,-25.43933
LAP 02373,LL5,167.97,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12640,-70,-86.36667
Hoima,H6,167.7,Fell,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=44714,31.47278,1.345
DaG 564,H6,167.69,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=6112,16.5515,26.89517
RaS 249,R5,167.67,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=35679,56.38473,20.00237
ALHA80110,L6,167.6,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=1937,159.28167,-76.77333
QUE 97811,LL5,167.6,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21266,168,-84
MAC 87300,C2-ung,167.5,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=15243,160.5,-84.21667
GRO 95565,L5,167.5,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11293,175,-85.66667
SaU 451,H4,167.41,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45942,57.35065,20.79325
A-881429,H6,167.35,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4138,26,-72
ALH 85062,H3.5-4,167.3,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=928,156.20617,-76.84511
QUE 94500,H5,167.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20132,168,-84
Cross Roads,H5,167,Fell,1892,http://www.lpi.usra.edu/meteor/metbull.php?code=5476,-78.13333,35.63333
EET 83305,H5,167,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7945,157.22528,-76.28722
PCA 91134,H6,167,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18425,-68.98431,-85.67037
Acfer 320,H5,167,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=328,3.88806,27.46056
Aguemour 014,L5,167,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=413,4.3225,27.57806
DaG 039,LL6,167,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=5555,16.35667,27.11067
DaG 394,H6,167,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=5942,16.20417,27.409
SaU 028,L4,167,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=23220,57.2245,21.06567
Dho 654,H5/6,167,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7411,54.81638,19.1071
MET 01256,LL6,167,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16488,159.75,-79.68333
RKPA78004,H4,166.9,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=22459,159.25,-76.26667
QUE 90254,L5,166.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19059,162.64559,-84.58227
MET 00615,H6,166.85,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15849,155.75,-79.68333
Y-980318,Eucrite-cm,166.81,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=30340,35.66667,-71.5
A-881013,L6,166.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3722,26,-72
HrDL 007,H5,166.7,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11838,-117.26357,35.04953
Y-75015,Eucrite-pmict,166.6,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25056,35.66667,-71.5
A-881747,Eucrite-mmict,166.55,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4456,26,-72
A-881645,LL3,166.52,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4354,26,-72
Y-792741,Stone-uncl,166.45,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28090,35.66667,-71.5
Wolamo,OC,166.4,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=24324,39,9
QUE 99601,H5,166.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22047,168,-84
JaH 511,H6,166.4,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=50924,55.15273,19.54188
JaH 316,L~6,166.2,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=45842,55.5543,19.34918
GRV 020039,L5,166.1,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=30674,75.05472,-73.16306
Acfer 182,CH3,166,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=190,4.35,27.7
QUE 90256,L5,166,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19061,162.20704,-84.60292
HaH 026,L6,166,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=11509,12.85,28.85
Forrest 035,L6,166,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10158,128.08333,-30.75
DaG 342,L5-6,166,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=5890,16.1195,27.10483
DaG 871,L6,166,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=6418,16.27783,27.01267
NWA 021,L4,166,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=17031,-5.58333,29.91667
DaG 794,H5,166,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6341,16.4505,26.99333
DaG 832,L4/5,166,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6379,16.14817,27.447
Dho 723,H5,166,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7479,54.21833,18.68333
Dho 943,L5,166,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=30523,54.765,19.05167
MET 00504,L5,165.9,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15739,155.75,-79.68333
Y-790406,LL6,165.71,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25755,35.66667,-71.5
FRO 90236,H5,165.7,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10624,160.44392,-72.95645
Y-74367,L6,165.6,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24745,35.72778,-71.79306
Y-793508,L6,165.57,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28857,35.66667,-71.5
TIL 91718,L4,165.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=23945,-94.59718,-85.15931
QUE 94200,Howardite,165.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=19842,168,-84
AH 068,L3,165.4,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51922,57.58427,19.14025
EET 82607,L6,165.3,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=7832,157.3225,-76.29417
Dho 990,H4,165.3,Found,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=30554,54.83617,19.25317
JaH 588,L6,165.3,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51936,56.87883,19.62363
JaH 637,LL5,165.3,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=52795,55.74724,19.68364
RaS 306,H6,165.2,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51907,56.03632,20.48983
Y-791977,H4,165.17,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27326,35.66667,-71.5
Y-790270,H4,165.08,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25619,35.66667,-71.5
Peramiho,Eucrite-mmict,165,Fell,1899,http://www.lpi.usra.edu/meteor/metbull.php?code=18792,35.5,-10.66667
Acfer 281,L5,165,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=289,3.88444,27.54222
PCA 91416,LL6,165,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18707,-68.51262,-85.70188
HaH 094,L5,165,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11577,13.45783,28.60083
Columbus,H5,165,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=5411,-107.3945,31.82967
QUE 93052,L5,164.9,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19141,162.5492,-84.5881
EET 96052,L6,164.9,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9646,157.16667,-76.18333
QUE 99607,H5,164.9,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22053,168,-84
LAP 03631,Iron,164.9,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=12717,-70,-86.36667
LAP 02337,L4,164.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12604,-70,-86.36667
Dho 817,H4,164.75,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7563,54.51398,19.01982
PCA 91107,L6,164.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18398,-68.44175,-85.66261
SaU 435,H~5,164.6,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=45927,57.27558,21.09352
MET 01019,L5,164.5,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16252,159.75,-79.68333
Y-791317,L6,164.42,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26666,35.66667,-71.5
QUE 93044,L5,164.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19133,162.05506,-84.57865
QUE 99033,Howardite,164.2,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21485,168,-84
MET 01028,LL5,164.2,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16261,159.75,-79.68333
Y-790533,LL,164.14,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25882,35.66667,-71.5
A-881244,L3.0,164.11,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3953,26,-72
ALHA78044,L4,164.1,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1660,159.66667,-76.71667
EET 96333,L6,164.1,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9923,157.16667,-76.18333
Kivesvaara,CM2,164,Found,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=12328,27.56667,64.45
ALH 84140,L6,164,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=742,156.99656,-77.0238
El Atchane 002,H6,164,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=7779,4.05889,29.69889
DaG 052,LL4-6,164,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=5568,16.25467,27.30317
Onello,"Iron, ungrouped",164,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=18020,137.66667,63.16667
DaG 444,LL4-5,164,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=5992,16.15733,27.38833
DaG 959,H4,164,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6499,16.348,26.96583
DaG 847,CO3,164,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6394,16.07983,27.0655
Dho 024,H3.9,164,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6723,54.55333,19.06167
EET 90370,L6,163.9,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8779,156.42934,-76.27124
TIL 91714,EL5,163.9,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=23942,-94.57049,-85.15639
EET 83392,L6,163.8,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8027,157.17917,-76.32444
A-882116,H4,163.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4825,26,-72
GRA 98006,Eucrite-br,163.7,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=10998,-141.5,-86.71667
GRV 051525,H5,163.69,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46937,75.32167,-72.93278
ALHA81007,Eucrite-pmict,163.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=1967,159.24917,-76.68972
JaH 715,L5,163.5,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56267,56.72473,19.70205
Y-791047,H3.8,163.44,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26396,35.66667,-71.5
QUE 93046,H5,163.3,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19135,162.05423,-84.63054
RaS 273,L4-6,163.3,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=50961,56.12353,20.51968
Y-74650,L6,163.2,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=25028,35.99722,-71.74861
WIS 91626,L6,163.2,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=24316,-122.96137,-86.50994
QUE 97020,LL5,163.2,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20427,168,-84
LEW 86211,"Iron, ungrouped",163.1,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13149,161.25171,-84.31177
Acfer 128,L6,163,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=137,4.3,27.5
Acfer 087,CR2,163,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=96,4.26667,27.7
Acfer 179,L6,163,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=187,3.75,27.46667
HaH 062,LL4-5,163,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=11545,12.34367,28.76467
Dho 004,H5,163,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6703,54.05333,18.42833
NWA 036,H5/6,163,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=17046,-9.5,27.16667
Dho 760,L5,163,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=7506,54.67403,18.94455
SaU 159,H4,163,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=23346,57.32033,21.01717
Dho 1452,L~6,163,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=51600,54.36783,19.01602
El M?dano 071,H5,163,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56372,-70.53333,-24.85
Y-790992,CO3.5,162.99,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26341,35.66667,-71.5
A-87220,L3,162.89,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2577,26,-72
GRV 052483,L-imp melt,162.84,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48330,75.316111,-72.779722
PCA 91317,L6,162.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18608,-69.06894,-85.67662
LAP 02380,H6,162.78,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12647,-70,-86.36667
LAP 02256,L5,162.77,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12523,-70,-86.36667
SaU 281,EH3,162.56,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=23454,57.2,21
A-881551,C6,162.48,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4260,26,-72
JOH 03013,H6,162.4,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=12189,161.00194,-72.9
Y-74007,L6,162.3,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24385,35.66667,-71.5
EET 87635,L6,162.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8185,156.49151,-76.28142
EET 90466,L6,162.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8875,156.41554,-76.26842
JaH 517,H6,162.3,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=50928,55.17292,19.50153
EET 92046,L6,162.2,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9448,156.23008,-76.09729
GRV 052965,L6,162.08,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50478,75.30889,-72.77944
Y-790043,H4,162.01,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25392,35.66667,-71.5
EET 87571,H5,162,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8121,157.16667,-76.18333
Acfer 072,L5/6,162,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=81,4.25,27.63333
Acfer 129,H3.7,162,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=138,4.2,27.6
Acfer 301,H4,162,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=309,3.89806,27.52722
JaH 009,H4,162,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=12097,56.145,19.26833
CyDL 117,H3,162,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=30468,-116.74443,35.0501
DaG 678,H5/6,162,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6225,16.43333,26.75
HaH 269,LL6,162,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=11752,12.86767,28.45383
Dho 848,L5,162,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7594,54.28,18.20167
Dho 409,H5,162,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7190,54.20318,18.70388
PdM 002,H5,162,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=54637,-70.44756,-23.21406
Y-790397,LL,161.99,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25746,35.66667,-71.5
A-881127,L6,161.93,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3836,26,-72
RaS 323,L3-6,161.8,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51995,55.4247,20.79907
GRV 051618,L6,161.77,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46447,75.32806,-72.77778
EET 87778,H3.9,161.7,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8328,157.16667,-76.18333
RaS 302,H4,161.7,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51903,56.24085,20.14475
Y-791211,H4/5,161.67,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26560,35.66667,-71.5
JaH 385,L~6,161.6,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=55267,55.89948,19.36147
A-881283,H3.0,161.56,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3992,26,-72
QUE 93076,L5,161.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19165,162.08099,-84.57709
PCA 91213,H6,161.4,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18504,-68.83073,-85.68795
Y-793402,L6,161.39,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28751,35.66667,-71.5
Y-791844,L5,161.34,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27193,35.66667,-71.5
GRO 95620,L5,161.3,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11348,175,-85.66667
QUE 93053,L5,161.2,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19142,162.15262,-84.57148
Daraj 018,L6,161,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=6557,11.84667,29.96667
DaG 605,LL5,161,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=6152,16.28283,27.028
DaG 607,L6,161,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=6154,15.9935,27.31283
DaG 454,H3.9,161,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=6002,15.855,27.7875
Dho 073,H5,161,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6772,54.84733,19.14867
NWA 735,CK4,161,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=17817,-4.11667,30.61667
Dho 417,H4/5,161,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7195,54.23132,18.76392
Acfer 355,LL5,161,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=361,3.781,27.58967
